时间,指令,实际
0.001023,3,0.000655014
0.001024,3,0.000656888
0.001025,3,0.000658765
0.001026,3,0.000660646
0.001027,3,0.000662531
0.001028,3,0.000664419
0.001029,3,0.00066631
0.00103,3,0.000668205
0.001031,3,0.000670103
0.001032,3,0.000672005
0.001033,3,0.00067391
0.001034,3,0.000675819
0.001035,3,0.000677732
0.001036,3,0.000679647
0.001037,3,0.000681567
0.001038,3,0.000683489
0.001039,3,0.000685416
0.00104,3,0.000687345
0.001041,3,0.000689279
0.001042,3,0.000691216
0.001043,3,0.000693156
0.001044,3,0.0006951
0.001045,3,0.000697047
0.001046,3,0.000698998
0.001047,3,0.000700952
0.001048,3,0.00070291
0.001049,3,0.000704872
0.00105,3,0.000706837
0.001051,3,0.000708806
0.001052,3,0.000710778
0.001053,3,0.000712753
0.001054,3,0.000714733
0.001055,3,0.000716716
0.001056,3,0.000718702
0.001057,3,0.000720692
0.001058,3,0.000722685
0.001059,3,0.000724682
0.00106,3,0.000726683
0.001061,3,0.000728687
0.001062,3,0.000730695
0.001063,3,0.000732707
0.001064,3,0.000734722
0.001065,3,0.00073674
0.001066,3,0.000738762
0.001067,3,0.000740788
0.001068,3,0.000742817
0.001069,3,0.00074485
0.00107,3,0.000746887
0.001071,3,0.000748927
0.001072,3,0.000750971
0.001073,3,0.000753019
0.001074,3,0.00075507
0.001075,3,0.000757124
0.001076,3,0.000759183
0.001077,3,0.000761245
0.001078,3,0.00076331
0.001079,3,0.000765379
0.00108,3,0.000767452
0.001081,3,0.000769529
0.001082,3,0.000771609
0.001083,3,0.000773693
0.001084,3,0.00077578
0.001085,3,0.000777872
0.001086,3,0.000779966
0.001087,3,0.000782065
0.001088,3,0.000784167
0.001089,3,0.000786273
0.00109,3,0.000788382
0.001091,3,0.000790495
0.001092,3,0.000792612
0.001093,3,0.000794733
0.001094,3,0.000796857
0.001095,3,0.000798985
0.001096,3,0.000801117
0.001097,3,0.000803252
0.001098,3,0.000805391
0.001099,3,0.000807534
0.0011,3,0.00080968
0.001101,3,0.00081183
0.001102,3,0.000813984
0.001103,3,0.000816142
0.001104,3,0.000818303
0.001105,3,0.000820468
0.001106,3,0.000822636
0.001107,3,0.000824808
0.001108,3,0.000826984
0.001109,3,0.000829164
0.00111,3,0.000831347
0.001111,3,0.000833534
0.001112,3,0.000835725
0.001113,3,0.000837919
0.001114,3,0.000840117
0.001115,3,0.000842319
0.001116,3,0.000844524
0.001117,3,0.000846733
0.001118,3,0.000848946
0.001119,3,0.000851163
0.00112,3,0.000853383
0.001121,3,0.000855607
0.001122,3,0.000857834
0.001123,3,0.000860066
0.001124,3,0.000862301
0.001125,3,0.00086454
0.001126,3,0.000866782
0.001127,3,0.000869029
0.001128,3,0.000871279
0.001129,3,0.000873533
0.00113,3,0.00087579
0.001131,3,0.000878052
0.001132,3,0.000880317
0.001133,3,0.000882585
0.001134,3,0.000884858
0.001135,3,0.000887134
0.001136,3,0.000889415
0.001137,3,0.000891698
0.001138,3,0.000893986
0.001139,3,0.000896278
0.00114,3,0.000898573
0.001141,3,0.000900872
0.001142,3,0.000903175
0.001143,3,0.000905481
0.001144,3,0.000907792
0.001145,3,0.000910106
0.001146,3,0.000912424
0.001147,3,0.000914746
0.001148,3,0.000917071
0.001149,3,0.000919401
0.00115,3,0.000921734
0.001151,3,0.000924071
0.001152,3,0.000926412
0.001153,3,0.000928756
0.001154,3,0.000931105
0.001155,3,0.000933457
0.001156,3,0.000935813
0.001157,3,0.000938173
0.001158,3,0.000940537
0.001159,3,0.000942905
0.00116,3,0.000945277
0.001161,3,0.000947652
0.001162,3,0.000950031
0.001163,3,0.000952414
0.001164,3,0.000954801
0.001165,3,0.000957192
0.001166,3,0.000959587
0.001167,3,0.000961986
0.001168,3,0.000964388
0.001169,3,0.000966794
0.00117,3,0.000969205
0.001171,3,0.000971619
0.001172,3,0.000974037
0.001173,3,0.000976459
0.001174,3,0.000978884
0.001175,3,0.000981314
0.001176,3,0.000983748
0.001177,3,0.000986185
0.001178,3,0.000988626
0.001179,3,0.000991072
0.00118,3,0.000993521
0.001181,3,0.000995974
0.001182,3,0.000998431
0.001183,3,0.001000892
0.001184,3,0.001003357
0.001185,3,0.001005826
0.001186,3,0.001008299
0.001187,3,0.001010775
0.001188,3,0.001013256
0.001189,3,0.001015741
0.00119,3,0.001018229
0.001191,3,0.001020722
0.001192,3,0.001023218
0.001193,3,0.001025718
0.001194,3,0.001028223
0.001195,3,0.001030731
0.001196,3,0.001033243
0.001197,3,0.00103576
0.001198,3,0.00103828
0.001199,3,0.001040804
0.0012,3,0.001043332
0.001201,3,0.001045864
0.001202,3,0.0010484
0.001203,3,0.00105094
0.001204,3,0.001053484
0.001205,3,0.001056032
0.001206,3,0.001058584
0.001207,3,0.00106114
0.001208,3,0.0010637
0.001209,3,0.001066263
0.00121,3,0.001068831
0.001211,3,0.001071403
0.001212,3,0.001073978
0.001213,3,0.001076558
0.001214,3,0.001079141
0.001215,3,0.001081729
0.001216,3,0.00108432
0.001217,3,0.001086916
0.001218,3,0.001089515
0.001219,3,0.001092119
0.00122,3,0.001094726
0.001221,3,0.001097337
0.001222,3,0.001099953
0.001223,3,0.001102572
0.001224,3,0.001105195
0.001225,3,0.001107823
0.001226,3,0.001110454
0.001227,3,0.00111309
0.001228,3,0.001115729
0.001229,3,0.001118372
0.00123,3,0.00112102
0.001231,3,0.001123671
0.001232,3,0.001126327
0.001233,3,0.001128986
0.001234,3,0.00113165
0.001235,3,0.001134317
0.001236,3,0.001136989
0.001237,3,0.001139665
0.001238,3,0.001142344
0.001239,3,0.001145028
0.00124,3,0.001147716
0.001241,3,0.001150408
0.001242,3,0.001153104
0.001243,3,0.001155804
0.001244,3,0.001158508
0.001245,3,0.001161216
0.001246,3,0.001163928
0.001247,3,0.001166644
0.001248,3,0.001169364
0.001249,3,0.001172089
0.00125,3,0.001174817
0.001251,3,0.00117755
0.001252,3,0.001180286
0.001253,3,0.001183027
0.001254,3,0.001185772
0.001255,3,0.001188521
0.001256,3,0.001191274
0.001257,3,0.001194031
0.001258,3,0.001196792
0.001259,3,0.001199558
0.00126,3,0.001202327
0.001261,3,0.001205101
0.001262,3,0.001207879
0.001263,3,0.00121066
0.001264,3,0.001213446
0.001265,3,0.001216236
0.001266,3,0.001219031
0.001267,3,0.001221829
0.001268,3,0.001224632
0.001269,3,0.001227438
0.00127,3,0.001230249
0.001271,3,0.001233064
0.001272,3,0.001235883
0.001273,3,0.001238706
0.001274,3,0.001241534
0.001275,3,0.001244365
0.001276,3,0.001247201
0.001277,3,0.001250041
0.001278,3,0.001252885
0.001279,3,0.001255733
0.00128,3,0.001258586
0.001281,3,0.001261442
0.001282,3,0.001264303
0.001283,3,0.001267167
0.001284,3,0.001270036
0.001285,3,0.001272909
0.001286,3,0.001275786
0.001287,3,0.001278668
0.001288,3,0.001281553
0.001289,3,0.001284442
0.00129,3,0.001287336
0.001291,3,0.001290234
0.001292,3,0.001293136
0.001293,3,0.001296042
0.001294,3,0.001298952
0.001295,3,0.001301866
0.001296,3,0.001304785
0.001297,3,0.001307707
0.001298,3,0.001310634
0.001299,3,0.001313565
0.0013,3,0.001316499
0.001301,3,0.001319438
0.001302,3,0.001322382
0.001303,3,0.001325329
0.001304,3,0.00132828
0.001305,3,0.001331236
0.001306,3,0.001334195
0.001307,3,0.001337159
0.001308,3,0.001340126
0.001309,3,0.001343098
0.00131,3,0.001346074
0.001311,3,0.001349054
0.001312,3,0.001352038
0.001313,3,0.001355027
0.001314,3,0.001358019
0.001315,3,0.001361015
0.001316,3,0.001364016
0.001317,3,0.001367021
0.001318,3,0.00137003
0.001319,3,0.001373042
0.00132,3,0.001376059
0.001321,3,0.001379081
0.001322,3,0.001382106
0.001323,3,0.001385135
0.001324,3,0.001388169
0.001325,3,0.001391206
0.001326,3,0.001394248
0.001327,3,0.001397294
0.001328,3,0.001400344
0.001329,3,0.001403398
0.00133,3,0.001406457
0.001331,3,0.001409519
0.001332,3,0.001412586
0.001333,3,0.001415656
0.001334,3,0.001418731
0.001335,3,0.00142181
0.001336,3,0.001424893
0.001337,3,0.001427981
0.001338,3,0.001431072
0.001339,3,0.001434168
0.00134,3,0.001437268
0.001341,3,0.001440372
0.001342,3,0.00144348
0.001343,3,0.001446592
0.001344,3,0.001449709
0.001345,3,0.00145283
0.001346,3,0.001455955
0.001347,3,0.001459084
0.001348,3,0.001462217
0.001349,3,0.001465354
0.00135,3,0.001468496
0.001351,3,0.001471642
0.001352,3,0.001474792
0.001353,3,0.001477946
0.001354,3,0.001481104
0.001355,3,0.001484267
0.001356,3,0.001487434
0.001357,3,0.001490605
0.001358,3,0.00149378
0.001359,3,0.00149696
0.00136,3,0.001500143
0.001361,3,0.001503331
0.001362,3,0.001506523
0.001363,3,0.001509719
0.001364,3,0.001512919
0.001365,3,0.001516124
0.001366,3,0.001519333
0.001367,3,0.001522546
0.001368,3,0.001525763
0.001369,3,0.001528984
0.00137,3,0.001532209
0.001371,3,0.001535439
0.001372,3,0.001538673
0.001373,3,0.001541911
0.001374,3,0.001545153
0.001375,3,0.001548399
0.001376,3,0.00155165
0.001377,3,0.001554904
0.001378,3,0.001558163
0.001379,3,0.001561426
0.00138,3,0.001564693
0.001381,3,0.001567965
0.001382,3,0.00157124
0.001383,3,0.00157452
0.001384,3,0.001577804
0.001385,3,0.001581092
0.001386,3,0.001584384
0.001387,3,0.00158768
0.001388,3,0.001590981
0.001389,3,0.001594285
0.00139,3,0.001597594
0.001391,3,0.001600907
0.001392,3,0.001604224
0.001393,3,0.001607545
0.001394,3,0.00161087
0.001395,3,0.0016142
0.001396,3,0.001617534
0.001397,3,0.001620871
0.001398,3,0.001624213
0.001399,3,0.001627559
0.0014,3,0.001630909
0.001401,3,0.001634264
0.001402,3,0.001637622
0.001403,3,0.001640985
0.001404,3,0.001644351
0.001405,3,0.001647722
0.001406,3,0.001651097
0.001407,3,0.001654476
0.001408,3,0.00165786
0.001409,3,0.001661247
0.00141,3,0.001664638
0.001411,3,0.001668034
0.001412,3,0.001671434
0.001413,3,0.001674838
0.001414,3,0.001678246
0.001415,3,0.001681658
0.001416,3,0.001685074
0.001417,3,0.001688494
0.001418,3,0.001691919
0.001419,3,0.001695347
0.00142,3,0.00169878
0.001421,3,0.001702217
0.001422,3,0.001705657
0.001423,3,0.001709103
0.001424,3,0.001712552
0.001425,3,0.001716005
0.001426,3,0.001719462
0.001427,3,0.001722924
0.001428,3,0.00172639
0.001429,3,0.00172986
0.00143,3,0.001733334
0.001431,3,0.001736812
0.001432,3,0.001740294
0.001433,3,0.00174378
0.001434,3,0.001747271
0.001435,3,0.001750766
0.001436,3,0.001754265
0.001437,3,0.001757768
0.001438,3,0.001761275
0.001439,3,0.001764787
0.00144,3,0.001768302
0.001441,3,0.001771822
0.001442,3,0.001775346
0.001443,3,0.001778874
0.001444,3,0.001782406
0.001445,3,0.001785943
0.001446,3,0.001789483
0.001447,3,0.001793028
0.001448,3,0.001796577
0.001449,3,0.00180013
0.00145,3,0.001803688
0.001451,3,0.001807249
0.001452,3,0.001810815
0.001453,3,0.001814385
0.001454,3,0.001817959
0.001455,3,0.001821538
0.001456,3,0.00182512
0.001457,3,0.001828707
0.001458,3,0.001832298
0.001459,3,0.001835893
0.00146,3,0.001839493
0.001461,3,0.001843096
0.001462,3,0.001846704
0.001463,3,0.001850316
0.001464,3,0.001853932
0.001465,3,0.001857552
0.001466,3,0.001861177
0.001467,3,0.001864805
0.001468,3,0.001868438
0.001469,3,0.001872075
0.00147,3,0.001875716
0.001471,3,0.001879361
0.001472,3,0.001883011
0.001473,3,0.001886665
0.001474,3,0.001890322
0.001475,3,0.001893984
0.001476,3,0.001897651
0.001477,3,0.001901321
0.001478,3,0.001904995
0.001479,3,0.001908674
0.00148,3,0.001912357
0.001481,3,0.001916044
0.001482,3,0.001919735
0.001483,3,0.00192343
0.001484,3,0.00192713
0.001485,3,0.001930833
0.001486,3,0.001934541
0.001487,3,0.001938253
0.001488,3,0.001941969
0.001489,3,0.001945689
0.00149,3,0.001949413
0.001491,3,0.001953142
0.001492,3,0.001956874
0.001493,3,0.001960611
0.001494,3,0.001964352
0.001495,3,0.001968097
0.001496,3,0.001971846
0.001497,3,0.0019756
0.001498,3,0.001979357
0.001499,3,0.001983119
0.0015,3,0.001986884
0.001501,3,0.001990654
0.001502,3,0.001994428
0.001503,3,0.001998206
0.001504,3,0.002001988
0.001505,3,0.002005775
0.001506,3,0.002009565
0.001507,3,0.00201336
0.001508,3,0.002017158
0.001509,3,0.002020961
0.00151,3,0.002024768
0.001511,3,0.002028579
0.001512,3,0.002032394
0.001513,3,0.002036214
0.001514,3,0.002040037
0.001515,3,0.002043865
0.001516,3,0.002047696
0.001517,3,0.002051532
0.001518,3,0.002055372
0.001519,3,0.002059216
0.00152,3,0.002063064
0.001521,3,0.002066916
0.001522,3,0.002070772
0.001523,3,0.002074633
0.001524,3,0.002078497
0.001525,3,0.002082366
0.001526,3,0.002086239
0.001527,3,0.002090116
0.001528,3,0.002093997
0.001529,3,0.002097882
0.00153,3,0.002101772
0.001531,3,0.002105665
0.001532,3,0.002109563
0.001533,3,0.002113465
0.001534,3,0.002117371
0.001535,3,0.002121281
0.001536,3,0.002125195
0.001537,3,0.002129113
0.001538,3,0.002133036
0.001539,3,0.002136963
0.00154,3,0.002140894
0.001541,3,0.002144829
0.001542,3,0.002148768
0.001543,3,0.002152711
0.001544,3,0.002156659
0.001545,3,0.002160611
0.001546,3,0.002164567
0.001547,3,0.002168527
0.001548,3,0.002172491
0.001549,3,0.00217646
0.00155,3,0.002180432
0.001551,3,0.002184409
0.001552,3,0.00218839
0.001553,3,0.002192376
0.001554,3,0.002196365
0.001555,3,0.002200359
0.001556,3,0.002204357
0.001557,3,0.002208359
0.001558,3,0.002212365
0.001559,3,0.002216375
0.00156,3,0.00222039
0.001561,3,0.002224409
0.001562,3,0.002228432
0.001563,3,0.002232459
0.001564,3,0.00223649
0.001565,3,0.002240526
0.001566,3,0.002244566
0.001567,3,0.00224861
0.001568,3,0.002252658
0.001569,3,0.00225671
0.00157,3,0.002260766
0.001571,3,0.002264827
0.001572,3,0.002268892
0.001573,3,0.002272961
0.001574,3,0.002277034
0.001575,3,0.002281111
0.001576,3,0.002285193
0.001577,3,0.002289278
0.001578,3,0.002293368
0.001579,3,0.002297462
0.00158,3,0.00230156
0.001581,3,0.002305662
0.001582,3,0.002309769
0.001583,3,0.002313879
0.001584,3,0.002317994
0.001585,3,0.002322113
0.001586,3,0.002326236
0.001587,3,0.002330363
0.001588,3,0.002334495
0.001589,3,0.00233863
0.00159,3,0.00234277
0.001591,3,0.002346913
0.001592,3,0.002351061
0.001593,3,0.002355213
0.001594,3,0.00235937
0.001595,3,0.00236353
0.001596,3,0.002367695
0.001597,3,0.002371863
0.001598,3,0.002376036
0.001599,3,0.002380213
0.0016,3,0.002384394
0.001601,3,0.002388579
0.001602,3,0.002392768
0.001603,3,0.002396962
0.001604,3,0.002401159
0.001605,3,0.002405361
0.001606,3,0.002409567
0.001607,3,0.002413777
0.001608,3,0.002417991
0.001609,3,0.002422209
0.00161,3,0.002426431
0.001611,3,0.002430657
0.001612,3,0.002434888
0.001613,3,0.002439123
0.001614,3,0.002443361
0.001615,3,0.002447604
0.001616,3,0.002451851
0.001617,3,0.002456102
0.001618,3,0.002460357
0.001619,3,0.002464617
0.00162,3,0.00246888
0.001621,3,0.002473148
0.001622,3,0.00247742
0.001623,3,0.002481695
0.001624,3,0.002485975
0.001625,3,0.002490259
0.001626,3,0.002494548
0.001627,3,0.00249884
0.001628,3,0.002503137
0.001629,3,0.002507437
0.00163,3,0.002511742
0.001631,3,0.002516051
0.001632,3,0.002520364
0.001633,3,0.002524681
0.001634,3,0.002529003
0.001635,3,0.002533328
0.001636,3,0.002537658
0.001637,3,0.002541992
0.001638,3,0.00254633
0.001639,3,0.002550672
0.00164,3,0.002555019
0.001641,3,0.002559369
0.001642,3,0.002563724
0.001643,3,0.002568083
0.001644,3,0.002572446
0.001645,3,0.002576813
0.001646,3,0.002581185
0.001647,3,0.002585561
0.001648,3,0.00258994
0.001649,3,0.002594325
0.00165,3,0.002598713
0.001651,3,0.002603105
0.001652,3,0.002607502
0.001653,3,0.002611903
0.001654,3,0.002616308
0.001655,3,0.002620717
0.001656,3,0.002625131
0.001657,3,0.002629548
0.001658,3,0.00263397
0.001659,3,0.002638396
0.00166,3,0.002642826
0.001661,3,0.002647261
0.001662,3,0.002651699
0.001663,3,0.002656142
0.001664,3,0.002660589
0.001665,3,0.00266504
0.001666,3,0.002669496
0.001667,3,0.002673955
0.001668,3,0.002678419
0.001669,3,0.002682887
0.00167,3,0.002687359
0.001671,3,0.002691835
0.001672,3,0.002696316
0.001673,3,0.0027008
0.001674,3,0.002705289
0.001675,3,0.002709782
0.001676,3,0.002714279
0.001677,3,0.00271878
0.001678,3,0.002723286
0.001679,3,0.002727795
0.00168,3,0.002732309
0.001681,3,0.002736827
0.001682,3,0.002741349
0.001683,3,0.002745875
0.001684,3,0.002750406
0.001685,3,0.00275494
0.001686,3,0.002759479
0.001687,3,0.002764022
0.001688,3,0.002768569
0.001689,3,0.00277312
0.00169,3,0.002777676
0.001691,3,0.002782235
0.001692,3,0.002786799
0.001693,3,0.002791367
0.001694,3,0.002795938
0.001695,3,0.002800515
0.001696,3,0.002805095
0.001697,3,0.002809679
0.001698,3,0.002814268
0.001699,3,0.00281886
0.0017,3,0.002823457
0.001701,3,0.002828058
0.001702,3,0.002832663
0.001703,3,0.002837272
0.001704,3,0.002841885
0.001705,3,0.002846503
0.001706,3,0.002851124
0.001707,3,0.00285575
0.001708,3,0.00286038
0.001709,3,0.002865014
0.00171,3,0.002869652
0.001711,3,0.002874294
0.001712,3,0.00287894
0.001713,3,0.002883591
0.001714,3,0.002888245
0.001715,3,0.002892904
0.001716,3,0.002897566
0.001717,3,0.002902233
0.001718,3,0.002906904
0.001719,3,0.002911579
0.00172,3,0.002916259
0.001721,3,0.002920942
0.001722,3,0.002925629
0.001723,3,0.002930321
0.001724,3,0.002935017
0.001725,3,0.002939716
0.001726,3,0.00294442
0.001727,3,0.002949129
0.001728,3,0.002953841
0.001729,3,0.002958557
0.00173,3,0.002963278
0.001731,3,0.002968002
0.001732,3,0.002972731
0.001733,3,0.002977464
0.001734,3,0.002982201
0.001735,3,0.002986942
0.001736,3,0.002991688
0.001737,3,0.002996437
0.001738,3,0.003001191
0.001739,3,0.003005949
0.00174,3,0.003010711
0.001741,3,0.003015477
0.001742,3,0.003020247
0.001743,3,0.003025022
0.001744,3,0.003029801
0.001745,3,0.003034584
0.001746,3,0.003039371
0.001747,3,0.003044162
0.001748,3,0.003048957
0.001749,3,0.003053757
0.00175,3,0.003058561
0.001751,3,0.003063369
0.001752,3,0.003068181
0.001753,3,0.003072997
0.001754,3,0.003077818
0.001755,3,0.003082643
0.001756,3,0.003087472
0.001757,3,0.003092305
0.001758,3,0.003097142
0.001759,3,0.003101984
0.00176,3,0.00310683
0.001761,3,0.00311168
0.001762,3,0.003116534
0.001763,3,0.003121392
0.001764,3,0.003126255
0.001765,3,0.003131121
0.001766,3,0.003135992
0.001767,3,0.003140867
0.001768,3,0.003145746
0.001769,3,0.00315063
0.00177,3,0.003155517
0.001771,3,0.003160409
0.001772,3,0.003165305
0.001773,3,0.003170205
0.001774,3,0.003175109
0.001775,3,0.003180018
0.001776,3,0.00318493
0.001777,3,0.003189847
0.001778,3,0.003194768
0.001779,3,0.003199693
0.00178,3,0.003204622
0.001781,3,0.003209556
0.001782,3,0.003214493
0.001783,3,0.003219435
0.001784,3,0.003224381
0.001785,3,0.003229331
0.001786,3,0.003234285
0.001787,3,0.003239243
0.001788,3,0.003244205
0.001789,3,0.003249172
0.00179,3,0.003254143
0.001791,3,0.003259118
0.001792,3,0.003264097
0.001793,3,0.00326908
0.001794,3,0.003274067
0.001795,3,0.003279059
0.001796,3,0.003284054
0.001797,3,0.003289054
0.001798,3,0.003294058
0.001799,3,0.003299066
0.0018,3,0.003304078
0.001801,3,0.003309094
0.001802,3,0.003314115
0.001803,3,0.003319139
0.001804,3,0.003324168
0.001805,3,0.003329201
0.001806,3,0.003334237
0.001807,3,0.003339278
0.001808,3,0.003344324
0.001809,3,0.003349373
0.00181,3,0.003354426
0.001811,3,0.003359484
0.001812,3,0.003364545
0.001813,3,0.003369611
0.001814,3,0.003374681
0.001815,3,0.003379755
0.001816,3,0.003384833
0.001817,3,0.003389915
0.001818,3,0.003395001
0.001819,3,0.003400092
0.00182,3,0.003405186
0.001821,3,0.003410285
0.001822,3,0.003415388
0.001823,3,0.003420495
0.001824,3,0.003425606
0.001825,3,0.003430721
0.001826,3,0.00343584
0.001827,3,0.003440964
0.001828,3,0.003446091
0.001829,3,0.003451223
0.00183,3,0.003456359
0.001831,3,0.003461499
0.001832,3,0.003466643
0.001833,3,0.003471791
0.001834,3,0.003476944
0.001835,3,0.0034821
0.001836,3,0.003487261
0.001837,3,0.003492426
0.001838,3,0.003497595
0.001839,3,0.003502769
0.00184,3,0.003507946
0.001841,3,0.003513128
0.001842,3,0.003518314
0.001843,3,0.003523504
0.001844,3,0.003528698
0.001845,3,0.003533896
0.001846,3,0.003539099
0.001847,3,0.003544305
0.001848,3,0.003549516
0.001849,3,0.003554731
0.00185,3,0.003559951
0.001851,3,0.003565174
0.001852,3,0.003570402
0.001853,3,0.003575634
0.001854,3,0.00358087
0.001855,3,0.00358611
0.001856,3,0.003591355
0.001857,3,0.003596603
0.001858,3,0.003601856
0.001859,3,0.003607113
0.00186,3,0.003612375
0.001861,3,0.00361764
0.001862,3,0.00362291
0.001863,3,0.003628184
0.001864,3,0.003633462
0.001865,3,0.003638744
0.001866,3,0.00364403
0.001867,3,0.003649321
0.001868,3,0.003654616
0.001869,3,0.003659914
0.00187,3,0.003665218
0.001871,3,0.003670525
0.001872,3,0.003675836
0.001873,3,0.003681152
0.001874,3,0.003686472
0.001875,3,0.003691796
0.001876,3,0.003697124
0.001877,3,0.003702456
0.001878,3,0.003707793
0.001879,3,0.003713133
0.00188,3,0.003718478
0.001881,3,0.003723827
0.001882,3,0.00372918
0.001883,3,0.003734537
0.001884,3,0.003739899
0.001885,3,0.003745264
0.001886,3,0.003750634
0.001887,3,0.003756008
0.001888,3,0.003761386
0.001889,3,0.003766768
0.00189,3,0.003772155
0.001891,3,0.003777545
0.001892,3,0.00378294
0.001893,3,0.003788339
0.001894,3,0.003793742
0.001895,3,0.003799149
0.001896,3,0.00380456
0.001897,3,0.003809975
0.001898,3,0.003815395
0.001899,3,0.003820818
0.0019,3,0.003826246
0.001901,3,0.003831678
0.001902,3,0.003837114
0.001903,3,0.003842554
0.001904,3,0.003847998
0.001905,3,0.003853447
0.001906,3,0.003858899
0.001907,3,0.003864356
0.001908,3,0.003869817
0.001909,3,0.003875282
0.00191,3,0.003880751
0.001911,3,0.003886224
0.001912,3,0.003891701
0.001913,3,0.003897183
0.001914,3,0.003902668
0.001915,3,0.003908158
0.001916,3,0.003913652
0.001917,3,0.003919149
0.001918,3,0.003924651
0.001919,3,0.003930157
0.00192,3,0.003935668
0.001921,3,0.003941182
0.001922,3,0.0039467
0.001923,3,0.003952223
0.001924,3,0.00395775
0.001925,3,0.003963281
0.001926,3,0.003968816
0.001927,3,0.003974355
0.001928,3,0.003979898
0.001929,3,0.003985445
0.00193,3,0.003990997
0.001931,3,0.003996552
0.001932,3,0.004002112
0.001933,3,0.004007676
0.001934,3,0.004013244
0.001935,3,0.004018816
0.001936,3,0.004024393
0.001937,3,0.004029973
0.001938,3,0.004035558
0.001939,3,0.004041147
0.00194,3,0.00404674
0.001941,3,0.004052337
0.001942,3,0.004057939
0.001943,3,0.004063544
0.001944,3,0.004069154
0.001945,3,0.004074768
0.001946,3,0.004080386
0.001947,3,0.004086008
0.001948,3,0.004091635
0.001949,3,0.004097265
0.00195,3,0.0041029
0.001951,3,0.004108539
0.001952,3,0.004114182
0.001953,3,0.00411983
0.001954,3,0.004125481
0.001955,3,0.004131137
0.001956,3,0.004136797
0.001957,3,0.004142461
0.001958,3,0.00414813
0.001959,3,0.004153802
0.00196,3,0.004159479
0.001961,3,0.00416516
0.001962,3,0.004170845
0.001963,3,0.004176535
0.001964,3,0.004182228
0.001965,3,0.004187926
0.001966,3,0.004193628
0.001967,3,0.004199334
0.001968,3,0.004205044
0.001969,3,0.004210758
0.00197,3,0.004216477
0.001971,3,0.0042222
0.001972,3,0.004227927
0.001973,3,0.004233658
0.001974,3,0.004239393
0.001975,3,0.004245133
0.001976,3,0.004250876
0.001977,3,0.004256624
0.001978,3,0.004262376
0.001979,3,0.004268132
0.00198,3,0.004273892
0.001981,3,0.004279657
0.001982,3,0.004285425
0.001983,3,0.004291198
0.001984,3,0.004296975
0.001985,3,0.004302756
0.001986,3,0.004308541
0.001987,3,0.004314331
0.001988,3,0.004320124
0.001989,3,0.004325922
0.00199,3,0.004331723
0.001991,3,0.004337529
0.001992,3,0.00434334
0.001993,3,0.004349154
0.001994,3,0.004354972
0.001995,3,0.004360795
0.001996,3,0.004366621
0.001997,3,0.004372452
0.001998,3,0.004378287
0.001999,3,0.004384126
0.002,3,0.004389969
0.002001,3,0.004395817
0.002002,3,0.004401668
0.002003,3,0.004407524
0.002004,3,0.004413383
0.002005,3,0.004419247
0.002006,3,0.004425115
0.002007,3,0.004430987
0.002008,3,0.004436864
0.002009,3,0.004442744
0.00201,3,0.004448628
0.002011,3,0.004454517
0.002012,3,0.00446041
0.002013,3,0.004466306
0.002014,3,0.004472207
0.002015,3,0.004478112
0.002016,3,0.004484021
0.002017,3,0.004489935
0.002018,3,0.004495852
0.002019,3,0.004501774
0.00202,3,0.004507699
0.002021,3,0.004513629
0.002022,3,0.004519563
0.002023,3,0.004525501
0.002024,3,0.004531443
0.002025,3,0.004537389
0.002026,3,0.00454334
0.002027,3,0.004549294
0.002028,3,0.004555253
0.002029,3,0.004561216
0.00203,3,0.004567183
0.002031,3,0.004573154
0.002032,3,0.004579129
0.002033,3,0.004585109
0.002034,3,0.004591092
0.002035,3,0.00459708
0.002036,3,0.004603072
0.002037,3,0.004609068
0.002038,3,0.004615068
0.002039,3,0.004621073
0.00204,3,0.004627081
0.002041,3,0.004633094
0.002042,3,0.004639111
0.002043,3,0.004645132
0.002044,3,0.004651158
0.002045,3,0.004657187
0.002046,3,0.004663221
